id,utterance_num,label,label_num
Ses02F_impro05_F018,37,frustrated,5
Ses02F_impro05_M019,38,neutral,3
Ses02F_impro05_F019,39,angry,0
Ses02F_impro05_M020,40,neutral,3
Ses02F_impro05_F020,41,frustrated,5
Ses02F_impro05_M021,42,neutral,3
Ses02F_impro05_F021,43,xxx,-1
Ses02F_impro05_F022,44,frustrated,5
Ses02F_impro06_M000,0,neutral,3
Ses02F_impro06_F000,1,sad,2
Ses02F_impro06_M001,2,neutral,3
Ses02F_impro06_M002,3,neutral,3
Ses02F_impro06_F001,4,sad,2
Ses02F_impro06_M003,5,neutral,3
Ses02F_impro06_F002,6,sad,2
Ses02F_impro06_M004,7,neutral,3
Ses02F_impro06_F003,8,sad,2
Ses02F_impro06_M005,9,neutral,3
Ses02F_impro06_F004,10,sad,2
Ses02F_impro06_M006,11,neutral,3
Ses02F_impro06_M007,12,neutral,3
Ses02F_impro06_M008,13,neutral,3
Ses02F_impro06_F005,14,sad,2
Ses02F_impro06_F006,15,sad,2
Ses02F_impro06_M009,16,neutral,3
Ses02F_impro06_M010,17,neutral,3
Ses02F_impro06_F007,18,sad,2
Ses02F_impro06_F008,19,sad,2
Ses02F_impro06_M011,20,neutral,3
Ses02F_impro06_F009,21,sad,2
Ses02F_impro06_M012,22,neutral,3
Ses02F_impro06_M013,23,neutral,3
Ses02F_impro06_F010,24,sad,2
Ses02F_impro06_M014,25,neutral,3
Ses02F_impro06_M015,26,neutral,3
Ses02F_impro06_F011,27,sad,2
Ses02F_impro06_M016,28,neutral,3
Ses02F_impro06_F012,29,sad,2
Ses02F_impro06_M017,30,neutral,3
Ses02F_impro06_F013,31,sad,2
Ses02F_impro06_M018,32,neutral,3
Ses02F_impro06_M019,33,neutral,3
Ses02F_impro06_F014,34,sad,2
Ses02F_impro07_M000,0,neutral,3
Ses02F_impro07_F000,1,xxx,-1
Ses02F_impro07_M001,2,excited,4
Ses02F_impro07_F001,3,excited,4
Ses02F_impro07_M002,4,excited,4
Ses02F_impro07_F002,5,excited,4
Ses02F_impro07_M003,6,excited,4
Ses02F_impro07_F003,7,excited,4
Ses02F_impro07_F004,8,excited,4
Ses02F_impro07_M004,9,excited,4
Ses02F_impro07_M005,10,excited,4
Ses02F_impro07_F005,11,excited,4
Ses02F_impro07_F006,12,excited,4
Ses02F_impro07_F007,13,excited,4
Ses02F_impro07_F008,14,excited,4
Ses02F_impro07_M006,15,excited,4
Ses02F_impro07_M007,16,excited,4
Ses02F_impro07_F009,17,excited,4
Ses02F_impro07_M008,18,excited,4
Ses02F_impro07_M009,19,excited,4
Ses02F_impro07_F010,20,excited,4
Ses02F_impro07_F011,21,excited,4
Ses02F_impro07_M010,22,excited,4
Ses02F_impro07_M011,23,excited,4
Ses02F_impro07_F012,24,excited,4
Ses02F_impro07_F013,25,excited,4
Ses02F_impro07_M012,26,xxx,-1
Ses02F_impro07_M013,27,xxx,-1
Ses02F_impro07_F014,28,excited,4
Ses02F_impro07_F015,29,excited,4
Ses02F_impro07_M014,30,xxx,-1
Ses02F_impro07_F016,31,excited,4
Ses02F_impro07_M015,32,xxx,-1
Ses02F_impro07_M016,33,neutral,3
Ses02F_impro07_F017,34,excited,4
Ses02F_impro07_M017,35,excited,4
Ses02F_impro07_F018,36,excited,4
Ses02F_impro07_M018,37,happy,1
Ses02F_impro07_M019,38,happy,1
Ses02F_impro07_F019,39,excited,4
Ses02F_impro07_F020,40,excited,4
Ses02F_impro07_M020,41,xxx,-1
Ses02F_impro07_F021,42,excited,4
Ses02F_impro07_M021,43,xxx,-1
Ses02F_impro07_F022,44,excited,4
Ses02F_impro07_F023,45,excited,4
Ses02F_impro07_M022,46,xxx,-1
Ses02F_impro07_F024,47,excited,4
Ses02F_impro07_M023,48,excited,4
Ses02F_impro07_F025,49,excited,4
Ses02F_impro07_M024,50,xxx,-1
Ses02F_impro07_F026,51,excited,4
Ses02F_impro07_M025,52,xxx,-1
Ses02F_impro07_M026,53,xxx,-1
Ses02F_impro07_M027,54,excited,4
Ses02F_impro07_M028,55,excited,4
Ses02F_impro07_F027,56,excited,4
Ses02F_impro07_F028,57,excited,4
Ses02F_impro07_F029,58,excited,4
Ses02F_impro07_M029,59,excited,4
Ses02F_impro07_F030,60,excited,4
Ses02F_impro07_F031,61,excited,4
Ses02F_impro07_M030,62,xxx,-1
Ses02F_impro07_F032,63,excited,4
Ses02F_impro07_F033,64,excited,4
Ses02F_impro07_M031,65,xxx,-1
Ses02F_impro07_F034,66,excited,4
Ses02F_impro07_M032,67,xxx,-1
Ses02F_impro07_M033,68,xxx,-1
Ses02F_impro07_M034,69,excited,4
Ses02F_impro07_F035,70,excited,4
Ses02F_impro07_M035,71,xxx,-1
Ses02F_impro07_F036,72,excited,4
Ses02F_impro07_F037,73,excited,4
Ses02F_impro08_F000,0,neutral,3
Ses02F_impro08_M000,1,frustrated,5
Ses02F_impro08_M001,2,frustrated,5
Ses02F_impro08_F001,3,neutral,3
Ses02F_impro08_M002,4,frustrated,5
Ses02F_impro08_F002,5,neutral,3
Ses02F_impro08_M003,6,neutral,3
Ses02F_impro08_F003,7,neutral,3
Ses02F_impro08_M004,8,frustrated,5
Ses02F_impro08_F004,9,neutral,3
Ses02F_impro08_F005,10,neutral,3
Ses02F_impro08_F006,11,neutral,3
Ses02F_impro08_M005,12,neutral,3
Ses02F_impro08_F007,13,neutral,3
Ses02F_impro08_F008,14,neutral,3
Ses02F_impro08_F009,15,neutral,3
Ses02F_impro08_M006,16,neutral,3
Ses02F_impro08_F010,17,neutral,3
Ses02F_impro08_M007,18,neutral,3
Ses02F_impro08_F011,19,neutral,3
Ses02F_impro08_F012,20,neutral,3
Ses02F_impro08_F013,21,neutral,3
Ses02F_impro08_M008,22,neutral,3
Ses02F_impro08_F014,23,neutral,3
Ses02F_impro08_M009,24,neutral,3
Ses02F_impro08_F015,25,neutral,3
Ses02F_impro08_M010,26,neutral,3
Ses02F_impro08_F016,27,neutral,3
Ses02F_impro08_M011,28,neutral,3
Ses02F_impro08_F017,29,neutral,3
Ses02F_impro08_M012,30,neutral,3
Ses02F_impro08_F018,31,neutral,3
Ses02F_impro08_M013,32,neutral,3
Ses02F_impro08_F019,33,neutral,3
Ses02F_impro08_M014,34,xxx,-1
Ses02F_impro08_F020,35,neutral,3
Ses02F_impro08_M015,36,neutral,3
Ses02F_impro08_F021,37,neutral,3
Ses02F_impro08_F022,38,neutral,3
Ses02F_impro08_M016,39,neutral,3
Ses02F_impro08_F023,40,neutral,3
Ses02F_impro08_F024,41,neutral,3
Ses02F_impro08_M017,42,xxx,-1
Ses02F_impro08_F025,43,neutral,3
Ses02F_impro08_M018,44,neutral,3
Ses02F_impro08_F026,45,neutral,3
Ses02F_impro08_M019,46,neutral,3
Ses02F_impro08_F027,47,neutral,3
Ses02F_script01_2_F000,0,xxx,-1
Ses02F_script01_2_M000,1,xxx,-1
Ses02F_script01_2_F001,2,xxx,-1
Ses02F_script01_2_M001,3,neutral,3
Ses02F_script01_2_F002,4,xxx,-1
Ses02F_script01_2_M002,5,neutral,3
Ses02F_script01_2_M003,6,xxx,-1
Ses02F_script01_2_F003,7,xxx,-1
Ses02F_script01_2_M004,8,neutral,3
Ses02F_script01_2_F004,9,oth,-1
Ses02F_script01_2_F005,10,angry,0
Ses02F_script01_2_M005,11,neutral,3
Ses02F_script01_2_F006,12,xxx,-1
Ses02F_script01_2_M006,13,neutral,3
Ses02F_script01_2_F007,14,xxx,-1
Ses02F_script01_2_M007,15,neutral,3
Ses02F_script01_2_F008,16,frustrated,5
Ses02F_script01_2_M008,17,neutral,3
Ses02F_script01_2_F009,18,frustrated,5
Ses02F_script01_2_M009,19,frustrated,5
Ses02F_script01_2_F010,20,xxx,-1
Ses02F_script01_2_M010,21,frustrated,5
Ses02F_script01_2_F011,22,frustrated,5
Ses02F_script01_2_M011,23,frustrated,5
Ses02F_script01_2_F012,24,angry,0
Ses02F_script01_2_F013,25,angry,0
Ses02F_script01_2_M012,26,frustrated,5
Ses02F_script01_2_F014,27,frustrated,5
Ses02F_script01_2_M013,28,frustrated,5
Ses02F_script01_2_F015,29,frustrated,5
Ses02F_script01_2_M014,30,frustrated,5
Ses02F_script01_2_F016,31,frustrated,5
Ses02F_script01_2_M015,32,xxx,-1
Ses02F_script01_2_F017,33,frustrated,5
Ses02F_script01_2_M016,34,angry,0
Ses02F_script01_2_M017,35,angry,0
Ses02F_script01_2_F018,36,frustrated,5
Ses02F_script01_2_M018,37,angry,0
Ses02F_script01_3_F000,38,xxx,-1
Ses02F_script01_3_M000,39,xxx,-1
Ses02F_script01_3_F001,40,xxx,-1
Ses02F_script01_3_F002,41,xxx,-1
Ses02F_script01_3_M001,42,neutral,3
Ses02F_script01_3_F003,43,xxx,-1
Ses02F_script01_3_M002,44,xxx,-1
Ses02F_script01_3_F004,45,xxx,-1
Ses02F_script01_3_M003,46,xxx,-1
Ses02F_script01_3_F005,47,xxx,-1
Ses02F_script01_3_M004,48,xxx,-1
Ses02F_script01_3_F006,49,xxx,-1
Ses02F_script01_3_M005,50,xxx,-1
Ses02F_script01_3_F007,51,xxx,-1
Ses02F_script01_3_F008,52,xxx,-1
Ses02F_script01_3_F009,53,sad,2
Ses02F_script01_3_M006,54,xxx,-1
Ses02F_script01_3_F010,55,xxx,-1
Ses02F_script01_3_M007,56,xxx,-1
Ses02F_script01_3_M008,57,xxx,-1
Ses02F_script01_3_M009,58,xxx,-1
Ses02F_script01_3_M010,59,excited,4
Ses02F_script01_3_F011,60,xxx,-1
Ses02F_script01_3_M011,61,xxx,-1
Ses02F_script01_3_F012,62,happy,1
Ses02F_script01_3_M012,63,xxx,-1
Ses02F_script01_3_F013,64,happy,1
Ses02F_script01_3_M013,65,xxx,-1
Ses02F_script01_3_F014,66,happy,1
Ses02F_script01_3_M014,67,xxx,-1
Ses02F_script01_3_F015,68,xxx,-1
Ses02F_script01_3_M015,69,xxx,-1
Ses02F_script01_3_M016,70,xxx,-1
Ses02F_script01_3_F016,71,happy,1
Ses02F_script01_3_M017,72,xxx,-1
Ses02F_script01_3_F017,73,xxx,-1
Ses02F_script01_3_M018,74,xxx,-1
Ses02F_script01_3_F018,75,xxx,-1
Ses02F_script01_3_M019,76,xxx,-1
Ses02F_script01_3_F019,77,xxx,-1
Ses02F_script01_3_M020,78,sad,2
Ses02F_script01_3_F020,79,sad,2
Ses02F_script01_3_M021,80,sad,2
Ses02F_script01_3_F021,81,sad,2
Ses02F_script01_3_M022,82,sad,2
Ses02F_script01_3_F022,83,sad,2
Ses02F_script01_3_M023,84,sad,2
Ses02F_script01_3_F023,85,sad,2
Ses02F_script01_3_M024,86,sad,2
Ses02F_script01_3_F024,87,sad,2
Ses02F_script01_3_M025,88,sad,2
Ses02F_script01_3_F025,89,sad,2
Ses02F_script01_3_M026,90,sad,2
Ses02F_script01_3_M027,91,sad,2
Ses02F_script01_3_M028,92,sad,2
Ses02F_script01_3_M029,93,sad,2
Ses02F_script01_3_M030,94,sad,2
Ses02F_script01_3_M031,95,sad,2
Ses02F_script01_3_M032,96,sad,2
Ses02F_script01_3_M033,97,sad,2
Ses02F_script01_3_M034,98,sad,2
Ses02F_script01_3_F026,99,sad,2
Ses02F_script01_3_M035,100,xxx,-1
Ses02F_script01_3_F027,101,xxx,-1
Ses02F_script01_3_F028,102,xxx,-1
Ses02F_script01_3_M036,103,xxx,-1
Ses02F_script01_3_F029,104,happy,1
Ses02F_script01_1_F000,105,xxx,-1
Ses02F_script01_1_M000,106,xxx,-1
Ses02F_script01_1_F001,107,xxx,-1
Ses02F_script01_1_M001,108,xxx,-1
Ses02F_script01_1_F002,109,xxx,-1
Ses02F_script01_1_M002,110,xxx,-1
Ses02F_script01_1_F003,111,xxx,-1
Ses02F_script01_1_M003,112,xxx,-1
Ses02F_script01_1_F004,113,sad,2
Ses02F_script01_1_M004,114,xxx,-1
Ses02F_script01_1_F005,115,sad,2
Ses02F_script01_1_M005,116,xxx,-1
Ses02F_script01_1_F006,117,sad,2
Ses02F_script01_1_F007,118,xxx,-1
Ses02F_script01_1_M006,119,xxx,-1
Ses02F_script01_1_F008,120,xxx,-1
Ses02F_script01_1_M007,121,xxx,-1
Ses02F_script01_1_F009,122,xxx,-1
Ses02F_script01_1_M008,123,xxx,-1
Ses02F_script01_1_F010,124,xxx,-1
Ses02F_script01_1_M009,125,xxx,-1
Ses02F_script01_1_F011,126,frustrated,5
Ses02F_script01_1_M010,127,xxx,-1
Ses02F_script01_1_M011,128,angry,0
Ses02F_script01_1_F012,129,frustrated,5
Ses02F_script01_1_M012,130,frustrated,5
Ses02F_script01_1_F013,131,frustrated,5
Ses02F_script01_1_M013,132,angry,0
Ses02F_script01_1_F014,133,frustrated,5
Ses02F_script01_1_M014,134,xxx,-1
Ses02F_script01_1_F015,135,xxx,-1
Ses02F_script01_1_M015,136,frustrated,5
Ses02F_script01_1_F016,137,xxx,-1
Ses02F_script01_1_M016,138,xxx,-1
Ses02F_script01_1_F017,139,sad,2
Ses02F_script01_1_M017,140,neutral,3
Ses02F_script01_1_F018,141,neutral,3
Ses02F_script01_1_M018,142,frustrated,5
Ses02F_script01_1_F019,143,angry,0
Ses02F_script01_1_M019,144,frustrated,5
Ses02F_script01_1_M020,145,frustrated,5
Ses02F_script01_1_F020,146,xxx,-1
Ses02F_script01_1_M021,147,angry,0
Ses02F_script01_1_F021,148,neutral,3
Ses02F_script01_1_M022,149,xxx,-1
Ses02F_script01_1_F022,150,xxx,-1
Ses02F_script01_1_M023,151,angry,0
Ses02F_script01_1_F023,152,frustrated,5
Ses02F_script01_1_F024,153,frustrated,5
Ses02F_script01_1_M024,154,frustrated,5
Ses02F_script01_1_F025,155,neutral,3
Ses02F_script01_1_M025,156,angry,0
Ses02F_script01_1_F026,157,neutral,3
Ses02F_script01_1_M026,158,xxx,-1
Ses02F_script01_1_F027,159,neutral,3
Ses02F_script01_1_M027,160,sad,2
Ses02F_script01_1_F028,161,sad,2
Ses02F_script01_1_F029,162,frustrated,5
Ses02F_script01_1_M028,163,xxx,-1
Ses02F_script01_1_F030,164,frustrated,5
Ses02F_script01_1_M029,165,neutral,3
Ses02F_script01_1_F031,166,frustrated,5
Ses02F_script01_1_M030,167,xxx,-1
Ses02F_script01_1_M031,168,frustrated,5
Ses02F_script01_1_F032,169,frustrated,5
Ses02F_script01_1_F033,170,frustrated,5
Ses02F_script01_1_M032,171,frustrated,5
Ses02F_script01_1_F034,172,frustrated,5
Ses02F_script01_1_M033,173,frustrated,5
Ses02F_script01_1_M034,174,xxx,-1
Ses02F_script01_1_F035,175,sur,-1
Ses02F_script01_1_M035,176,xxx,-1
Ses02F_script01_1_F036,177,angry,0
Ses02F_script01_1_M036,178,angry,0
Ses02F_script01_1_F037,179,angry,0
Ses02F_script01_1_M037,180,angry,0
Ses02F_script01_1_F038,181,angry,0
Ses02F_script01_1_M038,182,angry,0
Ses02F_script01_1_M039,183,xxx,-1
Ses02F_script01_1_F039,184,xxx,-1
Ses02F_script01_1_M040,185,neutral,3
Ses02F_script01_1_F040,186,angry,0
Ses02F_script01_1_M041,187,xxx,-1
Ses02F_script01_1_F041,188,xxx,-1
Ses02F_script01_1_M042,189,frustrated,5
Ses02F_script01_1_F042,190,frustrated,5
Ses02F_script01_1_M043,191,neutral,3
Ses02F_script01_1_F043,192,frustrated,5
Ses02F_script01_1_M044,193,neutral,3
Ses02F_script01_1_F044,194,sad,2
Ses02F_script02_2_M000,0,excited,4
Ses02F_script02_2_F000,1,neutral,3
Ses02F_script02_2_M001,2,neutral,3
Ses02F_script02_2_F001,3,frustrated,5
Ses02F_script02_2_M002,4,neutral,3
Ses02F_script02_2_F002,5,xxx,-1
Ses02F_script02_2_M003,6,neutral,3
Ses02F_script02_2_F003,7,xxx,-1
Ses02F_script02_2_M004,8,xxx,-1
Ses02F_script02_2_F004,9,xxx,-1
Ses02F_script02_2_M005,10,neutral,3
Ses02F_script02_2_F005,11,angry,0
Ses02F_script02_2_M006,12,frustrated,5
Ses02F_script02_2_F006,13,angry,0
Ses02F_script02_2_M007,14,neutral,3
Ses02F_script02_2_F007,15,frustrated,5
Ses02F_script02_2_M008,16,frustrated,5
Ses02F_script02_2_F008,17,frustrated,5
Ses02F_script02_2_M009,18,neutral,3
Ses02F_script02_2_F009,19,frustrated,5
Ses02F_script02_2_M010,20,neutral,3
Ses02F_script02_2_F010,21,frustrated,5
Ses02F_script02_2_F011,22,angry,0
Ses02F_script02_2_M011,23,frustrated,5
Ses02F_script02_2_F012,24,frustrated,5
Ses02F_script02_2_M012,25,frustrated,5
Ses02F_script02_2_F013,26,frustrated,5
Ses02F_script02_2_M013,27,neutral,3
Ses02F_script02_2_F014,28,xxx,-1
Ses02F_script02_2_M014,29,frustrated,5
Ses02F_script02_2_M015,30,xxx,-1
Ses02F_script02_2_M016,31,neutral,3
Ses02F_script02_2_M017,32,neutral,3
Ses02F_script02_2_F015,33,sad,2
Ses02F_script02_2_F016,34,sad,2
Ses02F_script02_2_F017,35,sad,2
Ses02F_script02_2_F018,36,sad,2
Ses02F_script02_2_M018,37,neutral,3
Ses02F_script02_2_F019,38,sad,2
Ses02F_script02_2_M019,39,neutral,3
Ses02F_script02_2_M020,40,neutral,3
Ses02F_script02_2_F020,41,sad,2
Ses02F_script02_2_M021,42,neutral,3
Ses02F_script02_2_F021,43,sad,2
Ses02F_script02_2_M022,44,neutral,3
Ses02F_script02_2_F022,45,sad,2
Ses02F_script02_2_M023,46,neutral,3
Ses02F_script02_2_F023,47,xxx,-1
Ses02F_script02_2_M024,48,frustrated,5
Ses02F_script02_2_F024,49,sad,2
Ses02F_script02_2_M025,50,frustrated,5
Ses02F_script02_2_F025,51,frustrated,5
Ses02F_script02_2_M026,52,frustrated,5
Ses02F_script02_2_F026,53,frustrated,5
Ses02F_script02_2_M027,54,frustrated,5
Ses02F_script02_2_F027,55,frustrated,5
Ses02F_script02_2_M028,56,frustrated,5
Ses02F_script02_2_F028,57,xxx,-1
Ses02F_script02_2_M029,58,angry,0
Ses02F_script02_2_M030,59,xxx,-1
Ses02F_script02_2_M031,60,sad,2
Ses02F_script02_2_M032,61,frustrated,5
Ses02F_script02_2_F029,62,xxx,-1
Ses02F_script02_2_M033,63,neutral,3
Ses02F_script02_2_F030,64,xxx,-1
Ses02F_script02_2_M034,65,neutral,3
Ses02F_script02_2_F031,66,sad,2
Ses02F_script02_2_M035,67,sad,2
Ses02F_script02_2_F032,68,xxx,-1
Ses02F_script02_2_M036,69,sad,2
Ses02F_script02_2_F033,70,sad,2
Ses02F_script02_2_F034,71,sad,2
Ses02F_script02_2_M037,72,sad,2
Ses02F_script02_2_F035,73,sad,2
Ses02F_script02_2_M038,74,sad,2
Ses02F_script02_2_F036,75,xxx,-1
Ses02F_script02_2_M039,76,sur,-1
Ses02F_script02_2_F037,77,xxx,-1
Ses02F_script02_2_F038,78,sad,2
