id,utterance,label,label_num,file_id,utterance_num,session,start,end
meld_2_12,"Um-mm, yeah right!",happy,1,2,12,MELD_train,,
meld_3_0,"Oh my God, oh my God! Poor Monica!",happy,1,3,0,MELD_train,,
meld_3_1,"What, what, what?!",happy,1,3,1,MELD_train,,
meld_3_2,What?!,happy,1,3,2,MELD_train,,
meld_3_3,He was with her when he wrote this poem.,neutral,3,3,3,MELD_train,,
meld_3_4,"Look,  'My vessel so empty with nothing inside.",neutral,3,3,4,MELD_train,,
meld_3_5,"Now that I've touched you, you seem emptier still.'",neutral,3,3,5,MELD_train,,
meld_3_6,"He thinks Monica is empty, she is the empty vase!",happy,1,3,6,MELD_train,,
meld_3_8,"Oh, totally. Oh, God, oh, she seemed so happy too.",sad,2,3,8,MELD_train,,
meld_3_9,Done.,neutral,3,3,9,MELD_train,,
meld_4_0,Hey!,happy,1,4,0,MELD_train,,
meld_4_1,Hi!,happy,1,4,1,MELD_train,,
meld_4_2,What are you doing here?,happy,1,4,2,MELD_train,,
meld_4_3,"Ah y'know, this building is on my paper route so I...",neutral,3,4,3,MELD_train,,
meld_4_4,Oh.,neutral,3,4,4,MELD_train,,
meld_4_5,Hi.,neutral,3,4,5,MELD_train,,
meld_4_6,Hi.,neutral,3,4,6,MELD_train,,
meld_4_7,Howd did it go?,neutral,3,4,7,MELD_train,,
meld_4_8,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldnt shut up.",happy,1,4,8,MELD_train,,
meld_4_9,Im so proud of you.,happy,1,4,9,MELD_train,,
meld_4_10,Me too!,happy,1,4,10,MELD_train,,
meld_4_11,"Listen, Im ah, Im sorry Ive been so crazy and jealous and, its just that I like you a lot, so...",sad,2,4,11,MELD_train,,
meld_4_12,I know.,neutral,3,4,12,MELD_train,,
meld_4_13,Yeah.,neutral,3,4,13,MELD_train,,
meld_4_14,Yeah.,neutral,3,4,14,MELD_train,,
meld_5_0,Ameri-can.,neutral,3,5,0,MELD_train,,
meld_5_1,Ameri-ccan.,neutral,3,5,1,MELD_train,,
meld_5_2,Ameri-can. Y'know its a,neutral,3,5,2,MELD_train,,
meld_5_3,Everybody!!,happy,1,5,3,MELD_train,,
meld_6_0,Good job Joe! Well done! Top notch!,happy,1,6,0,MELD_train,,
meld_6_1,You liked it? You really liked it?,happy,1,6,1,MELD_train,,
meld_6_2,"Oh-ho-ho, yeah!",happy,1,6,2,MELD_train,,
meld_6_3,Which part exactly?,neutral,3,6,3,MELD_train,,
meld_6_4,The whole thing! Can we go?,neutral,3,6,4,MELD_train,,
meld_6_5,"Oh no-no-no, give me some specifics.",angry,0,6,5,MELD_train,,
meld_6_6,"I love the specifics, the specifics were the best part!",happy,1,6,6,MELD_train,,
meld_6_7,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,3,6,7,MELD_train,,
meld_6_8,I was surprised to see a kangaroo in a World War I epic.,happy,1,6,8,MELD_train,,
meld_6_9,You fell asleep!!,angry,0,6,9,MELD_train,,
meld_6_10,There was no kangaroo!,angry,0,6,10,MELD_train,,
meld_6_11,They didnt take any of my suggestions!,angry,0,6,11,MELD_train,,
meld_6_12,Thats for coming buddy.,neutral,3,6,12,MELD_train,,
meld_6_13,Ill see you later.,neutral,3,6,13,MELD_train,,
meld_6_14,Dont go!,sad,2,6,14,MELD_train,,
meld_6_15,Im sorry.,sad,2,6,15,MELD_train,,
meld_6_16,Im so sorry!,sad,2,6,16,MELD_train,,
meld_6_17,Look!,happy,1,6,17,MELD_train,,
meld_6_18,This guy fell asleep!,angry,0,6,18,MELD_train,,
meld_6_19,He fell asleep too!,angry,0,6,19,MELD_train,,
meld_6_20,Be mad at him!,angry,0,6,20,MELD_train,,
meld_6_21,"Or, call an ambulance.",angry,0,6,21,MELD_train,,
meld_7_0,"Okay, look, I think we have to tell Rachel she messed up her dessert.",neutral,3,7,0,MELD_train,,
meld_7_1,"What?! What is with everybody? Its Thanksgiving, not...Truth-Day!",angry,0,7,1,MELD_train,,
meld_8_0,"Yes, and it is my dying wish to have that ring.",neutral,3,8,0,MELD_train,,
meld_8_1,"See, if Im not buried with that ring then my spirit is going to wander the nether world for all eternity",neutral,3,8,1,MELD_train,,
meld_8_2,"Okay, thats enough honey!",neutral,3,8,2,MELD_train,,
meld_8_3,I dont know.  Let me see the ring.,neutral,3,8,3,MELD_train,,
meld_8_4,"Great! Okay, here.",happy,1,8,4,MELD_train,,
meld_8_5,All right.,neutral,3,8,5,MELD_train,,
meld_8_6,Thank you. Thank you. Thank you!  And,happy,1,8,6,MELD_train,,
meld_9_0,What've you been up to?,neutral,3,9,0,MELD_train,,
meld_9_1,"Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,3,9,1,MELD_train,,
meld_9_2,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,3,9,2,MELD_train,,
meld_9_3,Can you hold on a moment? I have another call.  I love her.,happy,1,9,3,MELD_train,,
meld_9_4,I know.,neutral,3,9,4,MELD_train,,
meld_9_5,I'm back.,neutral,3,9,5,MELD_train,,
meld_9_6,"So, are we gonna get together or what?",neutral,3,9,6,MELD_train,,
meld_9_7,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral,3,9,7,MELD_train,,
meld_9_8,"Great, I'll see you then.",neutral,3,9,8,MELD_train,,
meld_9_9,Ok.  Ok. Having a phone has finally paid off.,happy,1,9,9,MELD_train,,
meld_9_10,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",neutral,3,9,10,MELD_train,,
meld_9_11,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",neutral,3,9,11,MELD_train,,
meld_9_12,Oh my god. You are pure evil.,angry,0,9,12,MELD_train,,
meld_9_13,"Ok, pure evil , horny and alone . I've done this",angry,0,9,13,MELD_train,,
meld_10_0,Nobody!,angry,0,10,0,MELD_train,,
meld_10_1,Nobody respects the bucket!,angry,0,10,1,MELD_train,,
meld_10_2,You wouldn't believe what people put in here!,angry,0,10,2,MELD_train,,
meld_10_3,Look!,angry,0,10,3,MELD_train,,
meld_10_4,"Okay, does this look like a garbage can to you?",angry,0,10,4,MELD_train,,
meld_10_5,No.,neutral,3,10,5,MELD_train,,
meld_11_0,This is my wedding.,neutral,3,11,0,MELD_train,,
meld_11_1,"All right, yknow what? We really are late! Lets go! Lets go! Lets go!!",angry,0,11,1,MELD_train,,
meld_11_2,Fine. Youll-youll watch it on video when we get back.,neutral,3,11,2,MELD_train,,
meld_11_3,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,happy,1,11,3,MELD_train,,
meld_11_4,Thank you.,neutral,3,11,4,MELD_train,,
meld_11_5,Thank you.,neutral,3,11,5,MELD_train,,
meld_11_6,"All right, lets go! Bye, Pheebs!",happy,1,11,6,MELD_train,,
meld_11_7,"Bye, Pheebs!",happy,1,11,7,MELD_train,,
meld_11_8,London baby!!,happy,1,11,8,MELD_train,,
meld_11_9,"Oh, do you need a hug? You dont have to bring me anything!",happy,1,11,9,MELD_train,,
meld_12_0,Hey!,neutral,3,12,0,MELD_train,,
meld_12_1,Hey! So Estelle lined up a bunch of auditions for me tomorrow and Ill have my health insurance back in no time.,happy,1,12,1,MELD_train,,
meld_12_2,"Thats great, but shouldnt you be on the toilet right now?",angry,0,12,2,MELD_train,,
meld_12_3,What?!,happy,1,12,3,MELD_train,,
meld_12_4,Whats wrong with you?,angry,0,12,4,MELD_train,,
meld_12_5,Nothing!,neutral,3,12,5,MELD_train,,
meld_12_6,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, havent been able to stand up since.",sad,2,12,6,MELD_train,,
meld_12_7,"But um, I dont think its anything serious.",neutral,3,12,7,MELD_train,,
meld_12_8,This sounds like a hernia. You have toyou-you go to the doctor!,happy,1,12,8,MELD_train,,
meld_12_9,"No way! Kay look, if I have to go to the doctor for anything its gonna be for this thing sticking out of my stomach!",sad,2,12,9,MELD_train,,
meld_12_10,Thats a hernia.,angry,0,12,10,MELD_train,,
meld_12_11,Why did I have to start working out again?  Damn you 15s!,angry,0,12,11,MELD_train,,
meld_13_0,I love your place! Where is this guy from?,happy,1,13,0,MELD_train,,
meld_13_1,Uh thats an eighteenth century Indian artifact from Calcutta.,neutral,3,13,1,MELD_train,,
meld_13_2,"Oh wow! So, youre more than just dinosaurs.",happy,1,13,2,MELD_train,,
meld_13_3,So much more.,neutral,3,13,3,MELD_train,,
meld_14_0,"Well, well to sum up, were having fun, you look young.",neutral,3,14,0,MELD_train,,
meld_14_1,Okay,neutral,3,14,1,MELD_train,,
meld_14_2,But thats not enough. So Soheres a key to my apartment.,neutral,3,14,2,MELD_train,,
meld_14_3,Really?!,happy,1,14,3,MELD_train,,
meld_14_4,Really.,neutral,3,14,4,MELD_train,,
meld_14_5,You dont think this is too fast.,neutral,3,14,5,MELD_train,,
meld_15_0,Get Out!,angry,0,15,0,MELD_train,,
meld_15_1,"Ross, can I talk to you for a minute?",neutral,3,15,1,MELD_train,,
meld_15_2,"Yes, please!  So, what's going on?",neutral,3,15,2,MELD_train,,
meld_15_3,"Uh, well... Joey and I broke up.",sad,2,15,3,MELD_train,,
meld_15_4,"Oh my God, wh-what happened?",happy,1,15,4,MELD_train,,
meld_15_5,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",sad,2,15,5,MELD_train,,
meld_15_6,I knew that was him!,angry,0,15,6,MELD_train,,
meld_15_7,"Anyway I just, uh, I think it's for the best.",sad,2,15,7,MELD_train,,
meld_15_8,"Hey, you ok?",neutral,3,15,8,MELD_train,,
meld_15_9,I guess.,sad,2,15,9,MELD_train,,
meld_15_10,There was hum...  there was another reason that I thought it was time to end it with Joey.,neutral,3,15,10,MELD_train,,
meld_15_11,I started to realize that I was having feelings for someone  else.,neutral,3,15,11,MELD_train,,
meld_15_12,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",neutral,3,15,12,MELD_train,,
meld_15_13,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",neutral,3,15,13,MELD_train,,
meld_15_14,"Yeah, can you guys just throw him in the pool later?",neutral,3,15,14,MELD_train,,
meld_15_15,Or we could throw you both in,happy,1,15,15,MELD_train,,
meld_15_16,"Ok, gentlemen!",angry,0,15,16,MELD_train,,
meld_15_17,Please!,angry,0,15,17,MELD_train,,
meld_15_18,Aren't we a little old for this?,angry,0,15,18,MELD_train,,
meld_15_19,"I mean, we're scientists, right?",neutral,3,15,19,MELD_train,,
meld_15_20,We're academics.,angry,0,15,20,MELD_train,,
meld_15_21,And most importantly I... you-you will have to catch us first.,happy,1,15,21,MELD_train,,
meld_15_22,"GO, GO, GO!",happy,1,15,22,MELD_train,,
meld_16_0,"Go, go, go!",happy,1,16,0,MELD_train,,
meld_16_1,"Oh yeah, now everybody wants to be under this hat!",happy,1,16,1,MELD_train,,
meld_16_2,Oy!!,angry,0,16,2,MELD_train,,
meld_16_3,Whats with all this sand?,happy,1,16,3,MELD_train,,
meld_16_4,"Oh, yeah, Bob said there might be flood damage.",neutral,3,16,4,MELD_train,,
meld_16_5,"Yeah, either that, or he has a really big cat.",neutral,3,16,5,MELD_train,,
meld_17_0,"Okay, see that blind guy right there? I'm gonna bash his head in later.",angry,0,17,0,MELD_train,,
meld_17_1,"Oh umm, my big scene is coming up. Big scene coming up.",happy,1,17,1,MELD_train,,
meld_17_2,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",neutral,3,17,2,MELD_train,,
meld_17_3,Rach? What are you doing?,neutral,3,17,3,MELD_train,,
meld_17_4,"Oh boy, I just can't watch. It's too scary!",sad,2,17,4,MELD_train,,
meld_17_5,It's a diaper commercial.,neutral,3,17,5,MELD_train,,
meld_17_6,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",sad,2,17,6,MELD_train,,
meld_17_7,Pizza delivery!,happy,1,17,7,MELD_train,,
meld_17_8,I'll get it! I will get that!,happy,1,17,8,MELD_train,,
meld_17_9,Hi!,happy,1,17,9,MELD_train,,
meld_17_10,Hi!,happy,1,17,10,MELD_train,,
meld_18_0,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",neutral,3,18,0,MELD_train,,
meld_18_1,"Uhh, the ball thing.",neutral,3,18,1,MELD_train,,
meld_18_2,Yeah?,neutral,3,18,2,MELD_train,,
meld_18_3,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",happy,1,18,3,MELD_train,,
meld_18_4,"Uhh,",neutral,3,18,4,MELD_train,,
meld_18_5,Okay!,happy,1,18,5,MELD_train,,
meld_18_6,Uh-oh.,sad,2,18,6,MELD_train,,
meld_18_7,What?,neutral,3,18,7,MELD_train,,
meld_18_8,I have to pee. And Rachel's in the bathroom!,sad,2,18,8,MELD_train,,
meld_18_9,"Man, I didn't think we were gonna make it!",happy,1,18,9,MELD_train,,
meld_18_10,"I know!  Don't switch hands, okay?",sad,2,18,10,MELD_train,,
meld_19_0,Hey.,neutral,3,19,0,MELD_train,,
meld_19_1,Hey!,neutral,3,19,1,MELD_train,,
meld_20_0,How did it go with Erin?,neutral,3,20,0,MELD_train,,
meld_20_1,"Oh, unbelievable! We had the best time!",happy,1,20,1,MELD_train,,
meld_20_2,"Yay!! Oh so, youre not, youre not mad at us anymore?",happy,1,20,2,MELD_train,,
meld_20_3,No!,happy,1,20,3,MELD_train,,
meld_20_4,No!,happy,1,20,4,MELD_train,,
meld_20_5,No!,happy,1,20,5,MELD_train,,
meld_20_6,You guys were totally right!,happy,1,20,6,MELD_train,,
meld_20_7,This is so much better than the first time we went out.,happy,1,20,7,MELD_train,,
meld_20_8,Yknow?,neutral,3,20,8,MELD_train,,
meld_20_9,"That was so awkward, we were really nervous.",neutral,3,20,9,MELD_train,,
meld_20_10,Didnt you sleep together?,neutral,3,20,10,MELD_train,,
meld_20_11,"Yeah, that really calms me down.",neutral,3,20,11,MELD_train,,
meld_20_12,And!,happy,1,20,12,MELD_train,,
meld_20_13,We have so much in common!,happy,1,20,13,MELD_train,,
meld_20_14,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well thats a",happy,1,20,14,MELD_train,,
meld_20_15,"Oh my God! Listen to you talkin about having kids. Oh my Joey.  Oh, please dont get married before I do.",happy,1,20,15,MELD_train,,
meld_20_16,Okay.,neutral,3,20,16,MELD_train,,
meld_21_0,How does she do that?,happy,1,21,0,MELD_train,,
meld_21_1,I cannot sleep in a public place.,neutral,3,21,1,MELD_train,,
meld_21_2,Would you look at her? She is so peaceful.,happy,1,21,2,MELD_train,,
meld_21_3,Oh! What what what! ...Hi.,happy,1,21,3,MELD_train,,
meld_21_4,"It's okay, y'know, you just nodded off again.",neutral,3,21,4,MELD_train,,
meld_21_5,What's going on with you?,happy,1,21,5,MELD_train,,
meld_21_6,I got no sleep last night!,angry,0,21,6,MELD_train,,
meld_21_7,Why?,neutral,3,21,7,MELD_train,,
meld_21_8,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",angry,0,21,8,MELD_train,,
meld_21_9,"Oh, and deaf.",neutral,3,21,9,MELD_train,,
meld_21_10,"So they're constantly, like, having to reassure each other that they're having a good time.",neutral,3,21,10,MELD_train,,
meld_21_11,You have no idea how loud they are!,angry,0,21,11,MELD_train,,
meld_21_12,"Well, if you want, you can stay with Rachel and me tonight.",neutral,3,21,12,MELD_train,,
meld_21_13,Thanks.,happy,1,21,13,MELD_train,,
meld_22_0,Ew! What is that? Something exploded!,angry,0,22,0,MELD_train,,
meld_22_1,"It's just her water breaking. Calm down, will you?",neutral,3,22,1,MELD_train,,
meld_22_2,"Water breaking, what do you mean? What's that, water breaking?",happy,1,22,2,MELD_train,,
meld_22_3,"Breathe, breathe, breathe.",neutral,3,22,3,MELD_train,,
meld_23_0,"Are you insane? I mean Joey, is going to kill you, hes actually going to kill you dead.",happy,1,23,0,MELD_train,,
meld_23_1,Okay! You dont think I thought of that?,angry,0,23,1,MELD_train,,
meld_23_2,How can you not know which one?,happy,1,23,2,MELD_train,,
meld_23_3,I mean thats unbelievable.,happy,1,23,3,MELD_train,,
meld_23_4,"I mean, was it Gina?",neutral,3,23,4,MELD_train,,
meld_23_5,Which one is Gina?,neutral,3,23,5,MELD_train,,
meld_23_6,"Dark, big hair, with the airplane earrings.",neutral,3,23,6,MELD_train,,
meld_23_7,"No, no, no, thats Dina.",neutral,3,23,7,MELD_train,,
meld_23_8,"You see you cant tell which one is which either, dwha!!",happy,1,23,8,MELD_train,,
meld_24_0,"I dont know, you thought See you Saturday was funny.",neutral,3,24,0,MELD_train,,
meld_24_1,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",neutral,3,24,1,MELD_train,,
meld_24_2,You guys would never want to go to a lecture with me.,neutral,3,24,2,MELD_train,,
meld_24_3,Pa-haa!! I would love to go with you.,happy,1,24,3,MELD_train,,
meld_24_4,Really!?,happy,1,24,4,MELD_train,,
meld_24_5,"Yeah, hey I-I have clothes, I even pick them out.",neutral,3,24,5,MELD_train,,
meld_24_6,"I mean for, for all you know I could be a fashion..... monger.",neutral,3,24,6,MELD_train,,
meld_24_7,"Okay. Honey, I would love for you to go with me.  What?",happy,1,24,7,MELD_train,,
meld_24_8,"What should I wear, now Im all nervous.",sad,2,24,8,MELD_train,,
meld_25_0,": I know, we did it!! Hey, that was incredible, huh?!",happy,1,25,0,MELD_train,,
meld_25_1,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",happy,1,25,1,MELD_train,,
meld_25_2,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",happy,1,25,2,MELD_train,,
meld_25_3,"Oh well, okay, good luck.",happy,1,25,3,MELD_train,,
meld_25_4,: Yeah.,neutral,3,25,4,MELD_train,,
meld_25_5,Unless you wanna practice the Foxtrot again? Or-or the Tango?,neutral,3,25,5,MELD_train,,
meld_25_6,": Ahh, thanks but no. You see I-I think Im ready to dance with girls.",neutral,3,25,6,MELD_train,,
meld_25_7,Okay.,neutral,3,25,7,MELD_train,,
meld_25_8,: Yeah.,neutral,3,25,8,MELD_train,,
meld_25_9,Go get em Treeger.,neutral,3,25,9,MELD_train,,
meld_25_10,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",neutral,3,25,10,MELD_train,,
meld_25_11,Really?,happy,1,25,11,MELD_train,,
meld_25_12,": Yeah, you could dance real good with her, shes the same size as me.",neutral,3,25,12,MELD_train,,
meld_25_13,"No, Im good.",neutral,3,25,13,MELD_train,,
meld_26_0,"Oh God, this is so nerve wracking! How-how do you do this?",happy,1,26,0,MELD_train,,
meld_26_1,"Well, unfortunately, I don't get many callbacks so",neutral,3,26,1,MELD_train,,
meld_26_2,Is it a good sign that they asked us to hang around after the audition?,happy,1,26,2,MELD_train,,
meld_26_3,Who knows?,neutral,3,26,3,MELD_train,,
meld_26_4,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",neutral,3,26,4,MELD_train,,
meld_26_5,Yes!! I knew it!!  Bye-bye! So long! Later!,happy,1,26,5,MELD_train,,
meld_26_6,Oh this is great! I might actually get to play Ben's dad!,happy,1,26,6,MELD_train,,
meld_26_7,Yeah!,happy,1,26,7,MELD_train,,
meld_26_8,"Actually, that can't happen.",neutral,3,26,8,MELD_train,,
meld_26_9,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",neutral,3,26,9,MELD_train,,
meld_26_10,So it'll be either you two  or you two.,neutral,3,26,10,MELD_train,,
meld_26_11,"Man, this is gonna be kinda weird.",sad,2,26,11,MELD_train,,
meld_26_12,"Yeah, it is.",neutral,3,26,12,MELD_train,,
meld_26_13,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",neutral,3,26,13,MELD_train,,
meld_27_0,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",sad,2,27,0,MELD_train,,
meld_27_1,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",happy,1,27,1,MELD_train,,
meld_28_0,Please!,angry,0,28,0,MELD_train,,
meld_28_1,Are you kidding?,angry,0,28,1,MELD_train,,
meld_28_2,"I-I hurt three huge men, I gave a guy a bloody noseI mean I-Im not proud of it but, I really am.",angry,0,28,2,MELD_train,,
meld_28_3,"And its all because of you, wonderful, amazing you.",happy,1,28,3,MELD_train,,
meld_28_4,I think youve got concussion.,sad,2,28,4,MELD_train,,
meld_28_5,"No, no, Im serious. Thank you.",happy,1,28,5,MELD_train,,
meld_28_6,Youre welcome.  Im sorry. Did I hurt you?,sad,2,28,6,MELD_train,,
meld_28_7,"Its worth the pain.  Yknow what, you know what? Its not.",sad,2,28,7,MELD_train,,
meld_29_0,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,happy,1,29,0,MELD_train,,
meld_29_1,"I do! Want a hint? huh? ""I do""  ""I do"".",happy,1,29,1,MELD_train,,
meld_29_2,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",neutral,3,29,2,MELD_train,,
meld_29_3,David is going to propose to Phoebe.,happy,1,29,3,MELD_train,,
meld_29_4,What?  Why?,happy,1,29,4,MELD_train,,
meld_29_6,"Chandler, we have talked about this.",angry,0,29,6,MELD_train,,
meld_29_7,You are not supposed to give people advice!,angry,0,29,7,MELD_train,,
meld_29_8,Now couldn't you just have made some sort of inappropriate joke?,angry,0,29,8,MELD_train,,
meld_29_9,I,neutral,3,29,9,MELD_train,,
meld_29_10,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,angry,0,29,10,MELD_train,,
meld_29_11,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",angry,0,29,11,MELD_train,,
meld_29_12,"Man, that's some",happy,1,29,12,MELD_train,,
meld_29_13,"Oh, that's not what you want...",neutral,3,29,13,MELD_train,,
meld_30_0,"This is my father, Paul Stevens. Dad, this is Ross Geller.",neutral,3,30,0,MELD_train,,
meld_30_1,It-its great to meet you Paul.,happy,1,30,1,MELD_train,,
meld_30_2,I usually prefer Elizabeths boyfriends to address me as Mr. Stevens.,neutral,3,30,2,MELD_train,,
meld_30_3,"Of course, of course, Mr. Stevens.",neutral,3,30,3,MELD_train,,
meld_30_4,"So Ross, what your problem?",angry,0,30,4,MELD_train,,
meld_30_5,Eh-whExcuse me?,happy,1,30,5,MELD_train,,
meld_30_6,Why cant you get a girlfriend your own age?,angry,0,30,6,MELD_train,,
meld_30_7,Thats funny. Umm.  Its not funny.,sad,2,30,7,MELD_train,,
meld_30_8,I,neutral,3,30,8,MELD_train,,
meld_30_9,Okay.,neutral,3,30,9,MELD_train,,
meld_30_10,"I can, I can see that.",neutral,3,30,10,MELD_train,,
meld_30_11,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",sad,2,30,11,MELD_train,,
meld_30_12,Okay.,neutral,3,30,12,MELD_train,,
meld_30_13,What?,neutral,3,30,13,MELD_train,,
meld_30_14,Okay. Ill give you one chance to change my mind.  You got one minute.,angry,0,30,14,MELD_train,,
meld_30_15,Daddy!,happy,1,30,15,MELD_train,,
meld_31_0,"Oh well, its not on TV yet.",neutral,3,31,0,MELD_train,,
meld_31_1,"Well, then its not on the wall yet.",neutral,3,31,1,MELD_train,,
meld_31_2,"Okay, fine, I will bring you a tape, huh?",neutral,3,31,2,MELD_train,,
meld_31_3,"So umm, now do you have any of Matt Lauers clothes here? Maybe? Just ones that havent been cleaned yet?",neutral,3,31,3,MELD_train,,
meld_32_0,Ooooohh!,happy,1,32,0,MELD_train,,
meld_32_1,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",neutral,3,32,1,MELD_train,,
meld_32_2,Was it...?,happy,1,32,2,MELD_train,,
meld_32_3,"Oh, boy scouts could have camped under there.",neutral,3,32,3,MELD_train,,
meld_32_4,"""Ooo,"" what?",happy,1,32,4,MELD_train,,
meld_32_5,Uma Thurman.,neutral,3,32,5,MELD_train,,
meld_32_6,Oh!,happy,1,32,6,MELD_train,,
meld_32_7,The actress!,happy,1,32,7,MELD_train,,
meld_32_8,Thanks Rach.,neutral,3,32,8,MELD_train,,
meld_32_9,So what are you gonna do?,happy,1,32,9,MELD_train,,
meld_32_10,You have to tell her!,happy,1,32,10,MELD_train,,
meld_32_11,You have to tell her!,happy,1,32,11,MELD_train,,
meld_32_12,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",angry,0,32,12,MELD_train,,
meld_32_13,Guys?,angry,0,32,13,MELD_train,,
meld_32_14,Guys?,angry,0,32,14,MELD_train,,
meld_32_15,"Oh, yeah, you have to tell her.",neutral,3,32,15,MELD_train,,
meld_32_16,Feminist issue. That's where I went!,neutral,3,32,16,MELD_train,,
meld_32_17,She is gonna hate me.,sad,2,32,17,MELD_train,,
meld_32_18,"Yeah, well...",neutral,3,32,18,MELD_train,,
meld_33_0,Will you marry me?,sad,2,33,0,MELD_train,,
meld_33_1,Its the big night! We wanted to wish you good luck!,happy,1,33,1,MELD_train,,
meld_33_2,"Yeah, yeah you have the ring?",neutral,3,33,2,MELD_train,,
