speaker_id,f0_mean,f0_range,loudness,speech_rate,voice_quality
Ses02F_script01_3_M,22.58954620361328,14.71957778930664,0.8982635736465454,467.08428955078125,110.011962890625
Ses02F_script01_1_F,36.74187469482422,22.15730857849121,0.8189736008644104,506.73321533203125,114.82868194580078
Ses02F_script01_1_M,24.295982360839844,16.284406661987305,0.9533069133758545,464.7120666503906,108.82376098632812
Ses02F_script02_2_M,25.67424964904785,17.88241195678711,0.9173375964164734,475.47540283203125,110.40484619140625
Ses02F_script02_2_F,37.10245132446289,22.86400604248047,0.85850989818573,507.396728515625,116.22618865966797
Ses02F_script02_1_M,26.35051727294922,18.08078384399414,0.9952667355537415,467.5292663574219,108.74020385742188
Ses02F_script02_1_F,35.73320007324219,21.136791229248047,0.6911457777023315,499.9820861816406,114.98302459716797
Ses02F_script03_1_M,25.746715545654297,18.740686416625977,1.0006071329116821,471.2224426269531,109.89271545410156
Ses02F_script03_1_F,37.81150436401367,23.59364128112793,0.8921974301338196,505.7392578125,115.9589614868164
Ses02F_script03_2_M,28.8928279876709,20.959238052368164,0.9533743262290955,475.3984680175781,110.50311279296875
Ses02F_script03_2_F,37.97063064575195,24.578697204589844,0.8714441657066345,503.6309509277344,115.31965637207031
Ses02M_impro01_M,30.459260940551758,19.618427276611328,0.7358390092849731,478.23309326171875,111.14990234375
Ses02M_impro01_F,36.66210174560547,22.00225067138672,0.8209741711616516,500.97833251953125,115.10751342773438
Ses02M_impro02_F,39.63810348510742,22.371381759643555,0.8286910653114319,509.4795837402344,113.79154968261719
Ses02M_impro02_M,22.09206771850586,13.469586372375488,0.6365218162536621,464.743896484375,111.90921783447266
Ses02M_impro03_M,29.5340576171875,22.4921817779541,0.7749090790748596,463.1551513671875,107.55934143066406
Ses02M_impro03_F,40.603416442871094,26.953935623168945,0.9022927284240723,493.54705810546875,114.22006225585938
Ses02M_impro04_M,26.391582489013672,17.335773468017578,0.7392991781234741,471.183349609375,109.53130340576172
Ses02M_impro04_F,36.603736877441406,23.161277770996094,0.7831326723098755,503.1365966796875,114.38455963134766
Ses02M_impro05_M,29.940895080566406,20.575851440429688,0.7875684499740601,479.81365966796875,111.79840087890625
Ses02M_impro05_F,36.51490020751953,21.575275421142578,0.7491647601127625,503.243408203125,115.0223617553711
Ses02M_impro06_F,32.48818588256836,17.679967880249023,0.5155052542686462,448.8914489746094,98.80764770507812
Ses02M_impro06_M,19.013551712036133,11.512192726135254,0.5191273093223572,423.7062072753906,99.26544189453125
Ses02M_impro07_M,29.714921951293945,20.551433563232422,0.777565598487854,471.9551086425781,109.21234130859375
Ses02M_impro07_F,39.212581634521484,26.69511604309082,0.8429698944091797,497.43817138671875,115.66128540039062
Ses02M_impro08_M,27.91033363342285,20.337024688720703,0.6428122520446777,476.8247985839844,111.21258544921875
Ses02M_impro08_F,37.92483139038086,24.244035720825195,0.8392360210418701,505.51275634765625,116.55838775634766
Ses02M_script01_2_F,39.493228912353516,23.72735023498535,1.0030778646469116,507.6038513183594,115.93905639648438
Ses02M_script01_2_M,31.738906860351562,24.208707809448242,0.8516616821289062,488.4795837402344,111.93521118164062
Ses02M_script01_3_F,36.563663482666016,21.92522621154785,0.9383537769317627,501.74932861328125,112.93152618408203
Ses02M_script01_3_M,25.071508407592773,16.841947555541992,0.9249609708786011,468.30731201171875,108.43513488769531
Ses02M_script01_1_F,37.1458625793457,22.314210891723633,0.92131108045578,504.2420959472656,114.23883056640625
Ses02M_script01_1_M,26.311996459960938,17.597265243530273,0.8661751747131348,475.8190002441406,111.17613983154297
Ses02M_script02_2_M,27.79824447631836,20.20834732055664,0.8181320428848267,477.3668212890625,110.13467407226562
Ses02M_script02_2_F,37.84687805175781,22.83513069152832,0.8917808532714844,504.7004089355469,115.29544067382812
Ses02M_script02_1_M,29.11423110961914,20.48528289794922,0.992976725101471,476.3556823730469,109.94100189208984
Ses02M_script02_1_F,36.55672836303711,21.671342849731445,0.8484055995941162,496.1692810058594,115.14653015136719
Ses02M_script03_1_M,27.097566604614258,19.528541564941406,0.9616589546203613,474.4071350097656,110.66543579101562
Ses02M_script03_1_F,37.899085998535156,23.712848663330078,0.9641039967536926,500.4007873535156,114.83397674560547
Ses02M_script03_2_M,31.510948181152344,22.51081085205078,0.9398157000541687,482.4662170410156,112.33415985107422
Ses02M_script03_2_F,38.41653060913086,24.46041488647461,0.9758079051971436,501.3841247558594,114.81986999511719
Ses03F_impro01_F,39.63423538208008,25.151899337768555,1.016566276550293,500.9338073730469,116.53572845458984
Ses03F_impro01_M,27.525283813476562,18.60164451599121,1.1284703016281128,428.080078125,97.95604705810547
Ses03F_impro02_F,35.38522720336914,20.223432540893555,0.7241445183753967,475.01348876953125,107.67797088623047
Ses03F_impro02_M,26.254884719848633,16.53377342224121,0.7807829976081848,437.63433837890625,102.20840454101562
Ses03F_impro03_M,30.058759689331055,21.722797393798828,0.9017543792724609,465.3908386230469,107.72209930419922
Ses03F_impro03_F,37.29481887817383,23.026962280273438,1.0555312633514404,487.6730041503906,113.98016357421875
Ses03F_impro04_F,35.45060729980469,21.094667434692383,0.8698662519454956,474.8170471191406,109.63228607177734
Ses03F_impro04_M,26.68754005432129,17.365243911743164,0.9069364666938782,459.5599060058594,106.60803985595703
Ses03F_impro05_F,39.481502532958984,24.85394287109375,1.2174782752990723,498.4235534667969,115.46853637695312
Ses03F_impro05_M,27.995136260986328,19.55403709411621,0.8970130681991577,469.11431884765625,107.47712707519531
Ses03F_impro06_M,23.581436157226562,13.107651710510254,0.549960196018219,461.2813720703125,109.69490814208984
Ses03F_impro06_F,32.883827209472656,20.692378997802734,0.552081823348999,488.4945068359375,113.37578582763672
Ses03F_impro07_M,31.989763259887695,21.721336364746094,0.8931967616081238,467.9952392578125,107.20674896240234
Ses03F_impro07_F,38.755638122558594,25.166419982910156,0.9945580363273621,490.3810119628906,114.53794860839844
Ses03F_impro08_M,30.433406829833984,20.659183502197266,1.1338770389556885,468.34979248046875,108.28042602539062
Ses03F_impro08_F,33.71806335449219,20.276878356933594,0.8909713625907898,471.1872863769531,110.75721740722656
Ses03F_script01_2_F,38.8630485534668,23.79279327392578,1.0800058841705322,497.5416259765625,113.39498901367188
Ses03F_script01_2_M,30.433082580566406,21.49492073059082,1.1208724975585938,467.0552978515625,107.34710693359375
Ses03F_script01_3_F,38.63370132446289,22.227487564086914,0.8697065711021423,499.5196533203125,114.616943359375
Ses03F_script01_3_M,23.142541885375977,14.009955406188965,0.9504212141036987,456.7772216796875,99.24507904052734
Ses03F_script01_1_F,37.755985260009766,23.048452377319336,1.122969388961792,497.00726318359375,114.7311019897461
Ses03F_script01_1_M,25.45903778076172,16.08614158630371,1.0982897281646729,449.60040283203125,104.27971649169922
Ses03F_script02_2_M,28.04671287536621,17.713085174560547,0.9760057330131531,464.5569763183594,108.1369857788086
Ses03F_script02_2_F,37.52091598510742,23.794830322265625,0.9287410974502563,496.3839416503906,114.58759307861328
Ses03F_script02_1_M,29.071609497070312,18.91715431213379,1.2279413938522339,464.90472412109375,174.8156280517578
Ses03F_script02_1_F,37.01280975341797,21.447267532348633,0.876340925693512,493.3114318847656,113.40933227539062
Ses03F_script03_1_M,27.65113067626953,19.493175506591797,1.1416555643081665,471.0093078613281,110.1568832397461
Ses03F_script03_1_F,38.479522705078125,23.205095291137695,0.8848409056663513,496.382568359375,115.84658813476562
Ses03F_script03_2_M,28.38059425354004,18.077470779418945,1.1293896436691284,463.4428405761719,106.80948638916016
Ses03F_script03_2_F,39.21548080444336,24.768726348876953,1.1021714210510254,495.0755920410156,114.9027328491211
Ses03M_impro01_M,34.851200103759766,24.395092010498047,1.0881246328353882,482.2572326660156,111.31809997558594
Ses03M_impro01_F,38.5296745300293,23.87541389465332,1.1961528062820435,492.44171142578125,114.04609680175781
Ses03M_impro02_M,28.31117057800293,19.022857666015625,0.7147421836853027,482.326171875,112.43759155273438
Ses03M_impro02_F,39.96455001831055,23.798721313476562,0.8882764577865601,484.4476623535156,110.76953125
Ses03M_impro03_M,32.60466384887695,24.14436149597168,1.076403260231018,469.33355712890625,106.76961517333984
Ses03M_impro03_F,39.53927993774414,27.173952102661133,1.2807140350341797,487.2198791503906,112.5844497680664
Ses03M_impro04_F,38.45091247558594,23.450767517089844,1.0031119585037231,495.2840881347656,113.74659729003906
Ses03M_impro04_M,26.40974998474121,18.35512924194336,0.873989462852478,454.62261962890625,104.67315673828125
Ses03M_impro05a_F,38.305816650390625,22.830259323120117,1.0300090312957764,491.281982421875,113.00032806396484
Ses03M_impro05a_M,37.29653549194336,23.621910095214844,1.375464916229248,484.6920471191406,111.21482849121094
Ses03M_impro05b_F,35.48751449584961,20.64192771911621,0.8796489834785461,489.26568603515625,113.66143798828125
Ses03M_impro05b_M,28.2802734375,18.973661422729492,1.0340718030929565,474.96575927734375,106.98503112792969
Ses03M_impro06_F,31.505977630615234,18.17523956298828,0.4762895703315735,440.1424255371094,100.616455078125
Ses03M_impro06_M,22.283336639404297,12.870710372924805,0.6165958642959595,422.8319396972656,99.8860855102539
Ses03M_impro07_M,30.506452560424805,21.463062286376953,0.8438708186149597,470.38238525390625,106.87330627441406
Ses03M_impro07_F,38.20981216430664,23.26487159729004,0.9977170825004578,495.0795593261719,114.74015045166016
Ses03M_impro08a_M,27.834232330322266,19.90646743774414,0.7755772471427917,474.3003234863281,109.91398620605469
Ses03M_impro08a_F,37.023658752441406,23.04591941833496,1.2147855758666992,494.4420471191406,115.00625610351562
Ses03M_impro08b_F,34.08708953857422,21.256589889526367,0.9213551878929138,473.81658935546875,110.96923828125
Ses03M_impro08b_M,30.290624618530273,22.32036781311035,0.9197498559951782,479.800537109375,109.33981323242188
Ses03M_script01_2_F,38.301692962646484,23.070417404174805,1.1651155948638916,496.88885498046875,114.35578918457031
Ses03M_script01_2_M,30.016427993774414,19.894813537597656,1.0385910272598267,471.1651916503906,107.84408569335938
Ses03M_script01_3_F,36.665504455566406,21.600183486938477,0.834730327129364,490.77069091796875,113.01526641845703
Ses03M_script01_3_M,22.902446746826172,13.644079208374023,0.775004506111145,442.7694396972656,102.6270980834961
Ses03M_script01_1_F,37.44205093383789,22.56035804748535,1.0653904676437378,497.9740295410156,116.17488861083984
Ses03M_script01_1_M,24.730064392089844,15.195279121398926,0.842242419719696,461.1511535644531,106.62084197998047
Ses03M_script02_2_M,27.56395721435547,17.585533142089844,0.8709593415260315,466.9277038574219,107.8422622680664
Ses03M_script02_2_F,38.46561813354492,23.052072525024414,1.0338345766067505,492.34820556640625,113.52577209472656
Ses03M_script02_1_M,30.10107421875,19.164979934692383,1.0926258563995361,475.482421875,108.99225616455078
Ses03M_script02_1_F,38.962852478027344,22.946008682250977,0.9465503692626953,492.9780578613281,114.33596801757812
Ses03M_script03_1_M,26.658504486083984,17.901248931884766,0.9569668173789978,467.0070495605469,106.46609497070312
Ses03M_script03_1_F,37.922576904296875,22.476472854614258,0.9266679883003235,489.4963684082031,113.69523620605469
Ses03M_script03_2_M,28.249797821044922,18.984941482543945,0.9992390871047974,473.59307861328125,108.42176055908203
Ses03M_script03_2_F,37.91572189331055,23.946935653686523,1.0921547412872314,480.0789794921875,110.69574737548828
Ses04F_impro01_F,39.28077697753906,26.38950538635254,1.1370197534561157,502.7652893066406,116.24359893798828
Ses04F_impro01_M,31.27820587158203,20.60936737060547,0.8906185626983643,486.65032958984375,111.37642669677734
Ses04F_impro02_M,25.080976486206055,15.977559089660645,0.8727782368659973,477.4736328125,109.10913848876953
Ses04F_impro02_F,35.745513916015625,20.43219757080078,1.024713158607483,496.33026123046875,115.30726623535156
Ses04F_impro03_F,38.92109680175781,25.15581703186035,1.1370296478271484,488.85107421875,113.53523254394531
Ses04F_impro03_M,31.177295684814453,22.75074005126953,0.978010892868042,484.5272521972656,110.56040954589844
Ses04F_impro04_M,29.80813980102539,20.756383895874023,0.8914143443107605,483.84759521484375,109.83003234863281
Ses04F_impro04_F,38.01142120361328,25.5977783203125,1.1674652099609375,494.4337158203125,114.82804107666016
Ses04F_impro05_M,29.294816970825195,21.74966812133789,0.8023536205291748,482.7620849609375,110.5005874633789
Ses04F_impro05_F,38.408607482910156,27.221553802490234,1.350839376449585,493.45654296875,115.10981750488281
Ses04F_impro06_M,21.640769958496094,12.988011360168457,0.7322861552238464,458.6700134277344,106.35669708251953
Ses04F_impro06_F,35.898685455322266,21.04111671447754,0.9438425302505493,501.44158935546875,115.23047637939453
Ses04F_impro07_M,29.309473037719727,20.902944564819336,0.9598042368888855,480.0462951660156,109.29100799560547
Ses04F_impro07_F,37.061485290527344,25.219051361083984,1.1180193424224854,484.7649841308594,113.45442199707031
Ses04F_impro08_F,36.251583099365234,23.69197654724121,0.9281554818153381,491.81036376953125,114.27418518066406
Ses04F_impro08_M,30.23124885559082,19.628082275390625,0.934918999671936,479.7740173339844,109.9451675415039
Ses04F_script01_1_F,37.55044937133789,23.246864318847656,1.119908332824707,498.5245666503906,115.38096618652344
Ses04F_script01_1_M,26.871013641357422,17.86937713623047,1.029065489768982,478.689453125,110.29727935791016
Ses04F_script01_3_F,36.80400085449219,22.03302764892578,1.0592424869537354,495.546875,113.8614730834961
Ses04F_script01_3_M,24.410810470581055,15.229888916015625,1.005367636680603,474.893310546875,109.18177032470703
Ses04F_script01_2_F,37.95969009399414,23.275293350219727,1.251519799232483,495.7001647949219,114.72100067138672
Ses04F_script01_2_M,28.391475677490234,19.135671615600586,1.0350379943847656,482.22686767578125,110.32818603515625
Ses04F_script02_1_M,29.246292114257812,20.202428817749023,1.12720787525177,478.165283203125,109.5116958618164
Ses04F_script02_1_F,38.209190368652344,22.98650360107422,1.2174218893051147,494.67889404296875,114.19422912597656
Ses04F_script02_2_M,29.677003860473633,19.74700355529785,1.1293917894363403,480.6360778808594,109.00639343261719
Ses04F_script02_2_F,38.839847564697266,23.414634704589844,1.093327522277832,495.5929870605469,115.40959930419922
Ses04F_script03_2_M,30.982812881469727,20.854978561401367,1.0696991682052612,484.6806640625,110.00205993652344
Ses04F_script03_2_F,38.688026428222656,25.655698776245117,1.217574954032898,495.7433166503906,115.18144226074219
Ses04F_script03_1_M,28.4659423828125,20.76459312438965,1.0924433469772339,481.5703125,109.84697723388672
Ses04F_script03_1_F,38.58367156982422,24.970455169677734,1.041200876235962,492.5575256347656,114.63738250732422
Ses04M_impro01_M,31.474660873413086,20.203594207763672,0.8191472887992859,488.2612609863281,113.25424194335938
Ses04M_impro01_F,36.46499252319336,22.98460578918457,0.9826306700706482,497.6909484863281,115.93328094482422
Ses04M_impro02_M,27.899076461791992,19.486616134643555,0.8253713250160217,474.5941162109375,110.01181030273438
Ses04M_impro02_F,38.91535568237305,23.332904815673828,1.0750670433044434,496.8050537109375,114.63192749023438
Ses04M_impro03_M,28.39888572692871,21.235702514648438,0.9445179104804993,475.1913146972656,109.85396575927734
Ses04M_impro03_F,38.839656829833984,27.012664794921875,1.1833990812301636,484.6310119628906,113.71430969238281
Ses04M_impro04_M,30.243972778320312,19.9183406829834,0.9431304931640625,480.0770263671875,113.54843139648438
Ses04M_impro04_F,35.37111282348633,22.36644172668457,0.9830757975578308,466.7342834472656,108.52584075927734
Ses04M_impro05_M,28.81561279296875,19.22678565979004,0.9419312477111816,481.6700439453125,110.65477752685547
Ses04M_impro05_F,35.208229064941406,22.810733795166016,0.9956016540527344,490.48016357421875,114.2657699584961
Ses04M_impro06_F,33.690711975097656,18.919904708862305,0.7767918109893799,506.86614990234375,117.38383483886719
Ses04M_impro06_M,20.126998901367188,12.532143592834473,0.6307808756828308,400.279296875,93.04820251464844
Ses04M_impro07_M,28.842185974121094,21.10875129699707,0.9109333157539368,474.2392578125,108.2168197631836
Ses04M_impro07_F,37.42101287841797,24.739879608154297,1.2087128162384033,487.84381103515625,113.61552429199219
Ses04M_impro08_M,27.690038681030273,19.29231071472168,0.8818333745002747,462.98828125,106.7845230102539
Ses04M_impro08_F,35.982421875,23.107458114624023,1.1880459785461426,491.7498779296875,113.72928619384766
Ses04M_script01_1_F,36.33963394165039,22.384550094604492,1.0233114957809448,500.44696044921875,116.23894500732422
Ses04M_script01_1_M,28.040706634521484,17.759727478027344,0.9525082111358643,478.77056884765625,110.92082977294922
Ses04M_script01_3_F,36.5751953125,22.220285415649414,1.0229417085647583,497.824951171875,114.2277603149414
Ses04M_script01_3_M,25.633241653442383,16.2349910736084,0.9792379140853882,474.5314025878906,109.71733856201172
Ses04M_script01_2_F,37.40778732299805,23.12111473083496,1.2050483226776123,497.0366516113281,115.19166564941406
Ses04M_script01_2_M,28.45334243774414,18.758825302124023,1.0162150859832764,465.0013732910156,105.25712585449219
Ses04M_script02_1_M,28.454011917114258,19.122495651245117,1.0297164916992188,476.4595642089844,110.10828399658203
Ses04M_script02_1_F,37.236412048339844,22.284517288208008,1.1311482191085815,499.35174560546875,116.97168731689453
Ses04M_script02_2_F,38.841182708740234,23.909269332885742,1.0690945386886597,493.7355041503906,114.6775894165039
Ses04M_script02_2_M,30.786907196044922,21.642852783203125,1.0015846490859985,480.3507080078125,110.49878692626953
Ses04M_script03_2_M,31.614503860473633,20.335418701171875,1.004518985748291,483.6950378417969,111.89862823486328
Ses04M_script03_2_F,38.30194091796875,25.06998634338379,1.2064458131790161,489.8908386230469,114.26161193847656
Ses04M_script03_1_M,28.191125869750977,19.37798500061035,1.0868356227874756,476.8379211425781,109.44792938232422
Ses04M_script03_1_F,38.95741271972656,24.928342819213867,1.1869157552719116,490.6844787597656,114.08270263671875
