id,utterance_num,label,label_num
meld_15_13,13,neutral,3
meld_15_14,14,neutral,3
meld_15_15,15,happy,1
meld_15_16,16,angry,0
meld_15_17,17,angry,0
meld_15_18,18,angry,0
meld_15_19,19,neutral,3
meld_15_20,20,angry,0
meld_15_21,21,happy,1
meld_15_22,22,happy,1
meld_16_0,0,happy,1
meld_16_1,1,happy,1
meld_16_2,2,angry,0
meld_16_3,3,happy,1
meld_16_4,4,neutral,3
meld_16_5,5,neutral,3
meld_17_0,0,angry,0
meld_17_1,1,happy,1
meld_17_2,2,neutral,3
meld_17_3,3,neutral,3
meld_17_4,4,sad,2
meld_17_5,5,neutral,3
meld_17_6,6,sad,2
meld_17_7,7,happy,1
meld_17_8,8,happy,1
meld_17_9,9,happy,1
meld_17_10,10,happy,1
meld_18_0,0,neutral,3
meld_18_1,1,neutral,3
meld_18_2,2,neutral,3
meld_18_3,3,happy,1
meld_18_4,4,neutral,3
meld_18_5,5,happy,1
meld_18_6,6,sad,2
meld_18_7,7,neutral,3
meld_18_8,8,sad,2
meld_18_9,9,happy,1
meld_18_10,10,sad,2
meld_19_0,0,neutral,3
meld_19_1,1,neutral,3
meld_20_0,0,neutral,3
meld_20_1,1,happy,1
meld_20_2,2,happy,1
meld_20_3,3,happy,1
meld_20_4,4,happy,1
meld_20_5,5,happy,1
meld_20_6,6,happy,1
meld_20_7,7,happy,1
meld_20_8,8,neutral,3
meld_20_9,9,neutral,3
meld_20_10,10,neutral,3
meld_20_11,11,neutral,3
meld_20_12,12,happy,1
meld_20_13,13,happy,1
meld_20_14,14,happy,1
meld_20_15,15,happy,1
meld_20_16,16,neutral,3
meld_21_0,0,happy,1
meld_21_1,1,neutral,3
meld_21_2,2,happy,1
meld_21_3,3,happy,1
meld_21_4,4,neutral,3
meld_21_5,5,happy,1
meld_21_6,6,angry,0
meld_21_7,7,neutral,3
meld_21_8,8,angry,0
meld_21_9,9,neutral,3
meld_21_10,10,neutral,3
meld_21_11,11,angry,0
meld_21_12,12,neutral,3
meld_21_13,13,happy,1
meld_22_0,0,angry,0
meld_22_1,1,neutral,3
meld_22_2,2,happy,1
meld_22_3,3,neutral,3
meld_23_0,0,happy,1
meld_23_1,1,angry,0
meld_23_2,2,happy,1
meld_23_3,3,happy,1
meld_23_4,4,neutral,3
meld_23_5,5,neutral,3
meld_23_6,6,neutral,3
meld_23_7,7,neutral,3
meld_23_8,8,happy,1
meld_24_0,0,neutral,3
meld_24_1,1,neutral,3
meld_24_2,2,neutral,3
meld_24_3,3,happy,1
meld_24_4,4,happy,1
meld_24_5,5,neutral,3
meld_24_6,6,neutral,3
meld_24_7,7,happy,1
meld_24_8,8,sad,2
meld_25_0,0,happy,1
meld_25_1,1,happy,1
meld_25_2,2,happy,1
meld_25_3,3,happy,1
meld_25_4,4,neutral,3
meld_25_5,5,neutral,3
meld_25_6,6,neutral,3
meld_25_7,7,neutral,3
meld_25_8,8,neutral,3
meld_25_9,9,neutral,3
meld_25_10,10,neutral,3
meld_25_11,11,happy,1
meld_25_12,12,neutral,3
meld_25_13,13,neutral,3
meld_26_0,0,happy,1
meld_26_1,1,neutral,3
meld_26_2,2,happy,1
meld_26_3,3,neutral,3
meld_26_4,4,neutral,3
meld_26_5,5,happy,1
meld_26_6,6,happy,1
meld_26_7,7,happy,1
meld_26_8,8,neutral,3
meld_26_9,9,neutral,3
meld_26_10,10,neutral,3
meld_26_11,11,sad,2
meld_26_12,12,neutral,3
meld_26_13,13,neutral,3
meld_27_0,0,sad,2
meld_27_1,1,happy,1
meld_28_0,0,angry,0
meld_28_1,1,angry,0
meld_28_2,2,angry,0
meld_28_3,3,happy,1
meld_28_4,4,sad,2
meld_28_5,5,happy,1
meld_28_6,6,sad,2
meld_28_7,7,sad,2
meld_29_0,0,happy,1
meld_29_1,1,happy,1
meld_29_2,2,neutral,3
meld_29_3,3,happy,1
meld_29_4,4,happy,1
meld_29_6,6,angry,0
meld_29_7,7,angry,0
meld_29_8,8,angry,0
meld_29_9,9,neutral,3
meld_29_10,10,angry,0
meld_29_11,11,angry,0
meld_29_12,12,happy,1
meld_29_13,13,neutral,3
meld_30_0,0,neutral,3
meld_30_1,1,happy,1
meld_30_2,2,neutral,3
meld_30_3,3,neutral,3
meld_30_4,4,angry,0
meld_30_5,5,happy,1
meld_30_6,6,angry,0
meld_30_7,7,sad,2
meld_30_8,8,neutral,3
meld_30_9,9,neutral,3
meld_30_10,10,neutral,3
meld_30_11,11,sad,2
meld_30_12,12,neutral,3
meld_30_13,13,neutral,3
meld_30_14,14,angry,0
meld_30_15,15,happy,1
meld_31_0,0,neutral,3
meld_31_1,1,neutral,3
meld_31_2,2,neutral,3
meld_31_3,3,neutral,3
meld_32_0,0,happy,1
meld_32_1,1,neutral,3
meld_32_2,2,happy,1
meld_32_3,3,neutral,3
meld_32_4,4,happy,1
meld_32_5,5,neutral,3
meld_32_6,6,happy,1
meld_32_7,7,happy,1
meld_32_8,8,neutral,3
meld_32_9,9,happy,1
meld_32_10,10,happy,1
meld_32_11,11,happy,1
meld_32_12,12,angry,0
meld_32_13,13,angry,0
meld_32_14,14,angry,0
meld_32_15,15,neutral,3
meld_32_16,16,neutral,3
meld_32_17,17,sad,2
meld_32_18,18,neutral,3
meld_33_0,0,sad,2
meld_33_1,1,happy,1
meld_33_2,2,neutral,3
meld_33_3,3,neutral,3
meld_33_4,4,happy,1
meld_33_5,5,neutral,3
meld_33_6,6,neutral,3
meld_33_7,7,neutral,3
meld_33_8,8,happy,1
meld_33_9,9,happy,1
meld_33_10,10,neutral,3
meld_34_0,0,neutral,3
meld_34_1,1,neutral,3
meld_34_2,2,neutral,3
meld_34_3,3,happy,1
meld_34_4,4,neutral,3
meld_34_5,5,neutral,3
meld_34_6,6,neutral,3
meld_34_7,7,neutral,3
meld_34_8,8,neutral,3
meld_34_9,9,happy,1
meld_34_10,10,neutral,3
meld_34_11,11,neutral,3
meld_34_12,12,neutral,3
meld_34_13,13,angry,0
meld_35_0,0,happy,1
meld_35_1,1,happy,1
meld_35_2,2,happy,1
meld_35_3,3,happy,1
meld_35_4,4,happy,1
meld_35_5,5,happy,1
meld_36_0,0,neutral,3
meld_36_1,1,neutral,3
meld_36_2,2,neutral,3
meld_36_3,3,neutral,3
meld_36_4,4,sad,2
meld_36_5,5,sad,2
meld_37_0,0,neutral,3
meld_37_1,1,happy,1
meld_37_2,2,happy,1
meld_37_3,3,angry,0
meld_38_0,0,angry,0
meld_38_1,1,neutral,3
meld_38_2,2,happy,1
meld_38_3,3,neutral,3
meld_38_4,4,happy,1
meld_38_5,5,neutral,3
meld_38_6,6,angry,0
meld_38_7,7,happy,1
meld_38_8,8,happy,1
meld_38_9,9,happy,1
meld_38_10,10,happy,1
meld_38_11,11,happy,1
meld_39_0,0,angry,0
meld_39_1,1,angry,0
meld_39_2,2,happy,1
meld_39_3,3,angry,0
meld_39_4,4,angry,0
meld_39_5,5,angry,0
meld_39_6,6,angry,0
meld_39_7,7,happy,1
meld_39_8,8,neutral,3
meld_39_9,9,neutral,3
meld_39_10,10,angry,0
meld_39_11,11,neutral,3
meld_39_12,12,neutral,3
meld_39_13,13,neutral,3
meld_39_14,14,neutral,3
meld_39_15,15,angry,0
meld_39_16,16,angry,0
meld_39_17,17,angry,0
meld_39_18,18,angry,0
meld_40_0,0,angry,0
meld_40_1,1,angry,0
meld_40_2,2,neutral,3
meld_40_3,3,neutral,3
meld_40_4,4,neutral,3
meld_40_5,5,neutral,3
meld_40_6,6,happy,1
meld_40_7,7,neutral,3
meld_40_8,8,angry,0
meld_40_9,9,sad,2
meld_40_10,10,neutral,3
meld_40_11,11,happy,1
meld_40_12,12,happy,1
meld_40_13,13,sad,2
meld_40_14,14,sad,2
meld_41_0,0,sad,2
meld_41_1,1,happy,1
meld_41_2,2,neutral,3
meld_41_3,3,neutral,3
meld_41_4,4,neutral,3
meld_41_5,5,happy,1
meld_41_6,6,neutral,3
meld_41_7,7,neutral,3
meld_41_8,8,neutral,3
meld_41_9,9,neutral,3
meld_41_10,10,neutral,3
meld_41_11,11,neutral,3
meld_41_12,12,angry,0
meld_41_13,13,neutral,3
meld_41_14,14,angry,0
meld_41_15,15,happy,1
meld_42_0,0,neutral,3
meld_42_1,1,happy,1
meld_43_0,0,neutral,3
meld_43_1,1,neutral,3
meld_43_2,2,neutral,3
meld_43_3,3,neutral,3
meld_43_4,4,neutral,3
meld_43_5,5,neutral,3
meld_43_6,6,neutral,3
meld_44_0,0,neutral,3
meld_44_1,1,happy,1
meld_44_2,2,neutral,3
meld_45_0,0,sad,2
meld_45_1,1,angry,0
meld_45_2,2,neutral,3
meld_45_3,3,angry,0
meld_45_4,4,neutral,3
meld_46_0,0,happy,1
meld_46_1,1,happy,1
meld_46_2,2,angry,0
meld_46_3,3,happy,1
meld_46_4,4,neutral,3
meld_46_5,5,neutral,3
meld_46_6,6,angry,0
meld_46_7,7,happy,1
meld_46_8,8,happy,1
meld_46_9,9,happy,1
meld_46_10,10,neutral,3
meld_46_11,11,sad,2
meld_46_12,12,happy,1
meld_46_13,13,happy,1
meld_46_14,14,happy,1
meld_47_0,0,neutral,3
meld_47_1,1,neutral,3
meld_47_2,2,neutral,3
meld_47_3,3,neutral,3
meld_47_4,4,neutral,3
meld_47_5,5,neutral,3
meld_47_6,6,neutral,3
meld_47_7,7,happy,1
meld_47_8,8,neutral,3
meld_47_9,9,neutral,3
meld_47_11,11,happy,1
meld_47_12,12,neutral,3
meld_47_13,13,happy,1
meld_47_14,14,neutral,3
meld_47_15,15,happy,1
meld_47_16,16,happy,1
meld_47_17,17,neutral,3
meld_48_0,0,neutral,3
meld_49_0,0,neutral,3
meld_49_1,1,neutral,3
meld_49_2,2,angry,0
meld_49_3,3,happy,1
meld_49_4,4,sad,2
meld_49_5,5,neutral,3
meld_49_6,6,neutral,3
meld_49_7,7,neutral,3
meld_49_8,8,neutral,3
meld_49_9,9,happy,1
meld_49_10,10,neutral,3
meld_49_11,11,neutral,3
meld_49_12,12,sad,2
meld_49_13,13,happy,1
meld_49_14,14,neutral,3
meld_49_15,15,happy,1
meld_49_16,16,neutral,3
meld_49_17,17,neutral,3
meld_49_18,18,happy,1
meld_49_19,19,neutral,3
meld_49_20,20,happy,1
meld_49_21,21,angry,0
meld_50_0,0,happy,1
meld_50_1,1,angry,0
meld_50_2,2,happy,1
meld_50_3,3,neutral,3
meld_50_4,4,neutral,3
meld_50_5,5,sad,2
meld_50_6,6,sad,2
meld_50_7,7,sad,2
meld_50_8,8,happy,1
meld_50_9,9,happy,1
meld_50_10,10,happy,1
meld_50_11,11,neutral,3
meld_50_12,12,neutral,3
meld_50_13,13,angry,0
meld_50_14,14,happy,1
meld_50_15,15,angry,0
meld_50_16,16,neutral,3
meld_51_0,0,neutral,3
meld_51_1,1,sad,2
meld_51_2,2,neutral,3
meld_51_3,3,angry,0
meld_51_4,4,angry,0
meld_51_5,5,angry,0
meld_51_6,6,angry,0
meld_51_7,7,angry,0
meld_51_8,8,angry,0
meld_51_9,9,angry,0
meld_51_10,10,angry,0
meld_52_0,0,neutral,3
meld_52_1,1,happy,1
meld_52_2,2,neutral,3
meld_52_3,3,neutral,3
meld_52_4,4,neutral,3
meld_52_5,5,neutral,3
meld_52_6,6,neutral,3
meld_52_7,7,neutral,3
meld_52_8,8,neutral,3
meld_52_9,9,neutral,3
meld_52_10,10,neutral,3
meld_52_11,11,neutral,3
meld_53_0,0,happy,1
meld_53_1,1,happy,1
meld_53_2,2,neutral,3
meld_53_3,3,neutral,3
meld_53_4,4,neutral,3
meld_53_5,5,neutral,3
meld_53_6,6,happy,1
meld_53_7,7,neutral,3
meld_53_8,8,happy,1
meld_54_0,0,angry,0
meld_54_1,1,sad,2
meld_54_2,2,angry,0
meld_54_3,3,sad,2
meld_54_4,4,sad,2
meld_54_5,5,neutral,3
meld_54_6,6,happy,1
meld_54_7,7,angry,0
meld_54_8,8,sad,2
meld_54_9,9,happy,1
meld_54_10,10,neutral,3
meld_54_11,11,neutral,3
meld_54_12,12,sad,2
meld_54_13,13,sad,2
meld_54_14,14,sad,2
meld_54_15,15,sad,2
meld_54_16,16,sad,2
meld_54_17,17,happy,1
meld_54_18,18,happy,1
meld_54_19,19,happy,1
meld_54_20,20,happy,1
meld_54_21,21,neutral,3
meld_54_22,22,happy,1
meld_54_23,23,angry,0
meld_55_0,0,happy,1
meld_55_1,1,happy,1
meld_55_2,2,neutral,3
meld_55_3,3,happy,1
meld_55_4,4,neutral,3
meld_55_5,5,happy,1
meld_55_6,6,happy,1
meld_55_7,7,neutral,3
meld_55_8,8,happy,1
meld_55_9,9,happy,1
meld_55_10,10,happy,1
meld_55_11,11,happy,1
meld_55_12,12,happy,1
meld_55_13,13,happy,1
meld_55_14,14,happy,1
meld_55_15,15,happy,1
meld_55_16,16,neutral,3
meld_56_0,0,happy,1
meld_56_1,1,neutral,3
meld_56_2,2,happy,1
meld_56_3,3,neutral,3
meld_56_4,4,neutral,3
meld_56_5,5,neutral,3
meld_56_6,6,happy,1
meld_57_1,1,neutral,3
meld_57_2,2,sad,2
meld_57_3,3,sad,2
meld_58_0,0,neutral,3
meld_58_1,1,neutral,3
meld_58_2,2,happy,1
meld_58_3,3,neutral,3
meld_58_4,4,angry,0
meld_58_5,5,happy,1
meld_58_6,6,neutral,3
meld_58_7,7,neutral,3
meld_58_8,8,neutral,3
meld_58_9,9,neutral,3
meld_59_0,0,neutral,3
meld_59_1,1,happy,1
meld_59_2,2,neutral,3
meld_59_3,3,happy,1
meld_59_4,4,happy,1
meld_59_5,5,happy,1
meld_59_6,6,happy,1
meld_59_7,7,happy,1
meld_59_8,8,happy,1
meld_59_9,9,happy,1
meld_61_0,0,neutral,3
meld_61_1,1,happy,1
meld_61_2,2,happy,1
meld_61_3,3,neutral,3
meld_61_4,4,neutral,3
meld_61_5,5,sad,2
meld_61_6,6,happy,1
meld_61_7,7,sad,2
meld_61_8,8,happy,1
meld_62_0,0,neutral,3
meld_62_1,1,happy,1
meld_62_2,2,neutral,3
meld_62_3,3,happy,1
meld_62_5,5,happy,1
meld_62_6,6,neutral,3
meld_62_7,7,neutral,3
meld_62_8,8,neutral,3
meld_62_9,9,happy,1
meld_62_10,10,happy,1
meld_62_11,11,neutral,3
meld_63_0,0,happy,1
meld_63_1,1,neutral,3
meld_63_2,2,happy,1
meld_63_3,3,happy,1
meld_63_4,4,happy,1
meld_63_5,5,angry,0
meld_63_6,6,neutral,3
meld_63_7,7,sad,2
meld_64_0,0,angry,0
meld_64_1,1,neutral,3
meld_64_2,2,neutral,3
meld_64_3,3,neutral,3
meld_64_4,4,neutral,3
meld_64_5,5,happy,1
meld_64_6,6,neutral,3
meld_64_7,7,happy,1
meld_64_8,8,happy,1
meld_64_9,9,angry,0
meld_64_10,10,neutral,3
meld_64_11,11,angry,0
meld_64_12,12,neutral,3
meld_65_0,0,happy,1
meld_65_1,1,happy,1
meld_65_2,2,neutral,3
meld_65_3,3,happy,1
meld_66_1,1,neutral,3
meld_66_2,2,neutral,3
meld_66_3,3,neutral,3
meld_66_4,4,neutral,3
meld_66_5,5,happy,1
meld_66_6,6,neutral,3
meld_66_7,7,neutral,3
meld_66_8,8,sad,2
meld_66_9,9,happy,1
meld_66_10,10,happy,1
meld_66_11,11,sad,2
meld_66_12,12,neutral,3
meld_67_0,0,happy,1
meld_67_1,1,neutral,3
meld_67_2,2,happy,1
meld_67_3,3,neutral,3
meld_67_5,5,happy,1
meld_67_6,6,sad,2
meld_67_7,7,happy,1
meld_67_8,8,happy,1
meld_67_9,9,neutral,3
meld_67_10,10,happy,1
meld_67_11,11,happy,1
meld_67_12,12,neutral,3
meld_67_13,13,neutral,3
meld_67_14,14,neutral,3
meld_67_15,15,angry,0
meld_68_0,0,angry,0
meld_68_1,1,happy,1
meld_68_2,2,neutral,3
meld_68_3,3,happy,1
meld_69_0,0,happy,1
meld_69_1,1,neutral,3
meld_69_2,2,neutral,3
meld_69_3,3,happy,1
meld_69_4,4,sad,2
meld_69_5,5,neutral,3
meld_69_6,6,angry,0
meld_70_0,0,happy,1
meld_70_1,1,neutral,3
meld_70_2,2,neutral,3
meld_70_3,3,neutral,3
meld_70_4,4,neutral,3
meld_70_5,5,angry,0
meld_70_6,6,neutral,3
meld_70_7,7,angry,0
meld_70_8,8,angry,0
meld_71_0,0,neutral,3
meld_71_1,1,neutral,3
meld_72_0,0,neutral,3
meld_72_1,1,happy,1
meld_72_2,2,neutral,3
meld_72_3,3,happy,1
meld_72_4,4,neutral,3
meld_72_5,5,neutral,3
meld_72_6,6,neutral,3
meld_72_7,7,neutral,3
meld_73_0,0,neutral,3
meld_73_1,1,happy,1
meld_73_2,2,happy,1
meld_73_3,3,neutral,3
meld_73_4,4,neutral,3
meld_73_5,5,neutral,3
meld_73_6,6,happy,1
meld_73_7,7,neutral,3
meld_73_8,8,neutral,3
meld_73_9,9,neutral,3
meld_73_10,10,happy,1
meld_73_11,11,neutral,3
meld_74_0,0,happy,1
meld_74_1,1,neutral,3
meld_74_2,2,neutral,3
meld_74_3,3,neutral,3
meld_74_4,4,angry,0
meld_74_5,5,angry,0
meld_74_6,6,angry,0
meld_75_0,0,neutral,3
meld_76_0,0,neutral,3
meld_76_1,1,neutral,3
meld_76_2,2,neutral,3
meld_76_3,3,neutral,3
meld_76_4,4,neutral,3
meld_76_5,5,happy,1
meld_76_6,6,happy,1
meld_76_7,7,sad,2
meld_77_0,0,neutral,3
meld_77_1,1,neutral,3
meld_77_2,2,neutral,3
meld_77_3,3,neutral,3
meld_77_4,4,happy,1
meld_78_0,0,happy,1
meld_78_1,1,angry,0
meld_78_2,2,angry,0
meld_78_3,3,neutral,3
meld_78_4,4,sad,2
meld_78_5,5,happy,1
meld_79_0,0,neutral,3
meld_79_1,1,angry,0
meld_79_2,2,happy,1
meld_79_3,3,happy,1
meld_79_4,4,neutral,3
meld_79_5,5,angry,0
meld_79_6,6,neutral,3
meld_79_7,7,neutral,3
meld_80_0,0,neutral,3
meld_80_1,1,happy,1
meld_80_2,2,happy,1
meld_80_3,3,neutral,3
meld_80_4,4,neutral,3
meld_80_5,5,neutral,3
meld_81_0,0,neutral,3
meld_81_1,1,neutral,3
meld_81_2,2,neutral,3
meld_81_3,3,happy,1
meld_81_4,4,sad,2
meld_81_5,5,neutral,3
meld_81_6,6,happy,1
meld_81_7,7,happy,1
meld_81_8,8,happy,1
meld_81_9,9,neutral,3
meld_81_10,10,neutral,3
meld_81_11,11,angry,0
meld_81_12,12,neutral,3
meld_81_13,13,angry,0
meld_81_14,14,angry,0
meld_81_15,15,angry,0
meld_81_16,16,happy,1
meld_82_0,0,neutral,3
meld_82_1,1,neutral,3
meld_82_2,2,angry,0
meld_82_3,3,angry,0
meld_82_4,4,sad,2
meld_82_5,5,neutral,3
meld_82_6,6,angry,0
meld_82_7,7,neutral,3
meld_82_9,9,angry,0
meld_82_10,10,neutral,3
meld_82_11,11,neutral,3
meld_83_0,0,neutral,3
meld_83_1,1,neutral,3
meld_83_2,2,angry,0
meld_83_3,3,neutral,3
meld_84_0,0,sad,2
meld_84_1,1,angry,0
meld_84_2,2,angry,0
meld_84_3,3,angry,0
meld_84_4,4,neutral,3
meld_84_5,5,neutral,3
meld_84_6,6,sad,2
meld_85_0,0,neutral,3
meld_85_1,1,neutral,3
meld_85_2,2,neutral,3
meld_85_3,3,neutral,3
meld_85_4,4,neutral,3
meld_86_0,0,neutral,3
meld_86_1,1,neutral,3
meld_86_2,2,happy,1
meld_86_3,3,neutral,3
meld_86_4,4,neutral,3
meld_86_5,5,happy,1
meld_86_6,6,neutral,3
meld_86_7,7,neutral,3
meld_86_8,8,neutral,3
meld_86_9,9,neutral,3
meld_86_10,10,happy,1
meld_87_0,0,sad,2
meld_87_1,1,neutral,3
meld_87_2,2,sad,2
meld_87_3,3,sad,2
meld_87_4,4,happy,1
meld_87_5,5,neutral,3
meld_87_6,6,neutral,3
meld_87_7,7,happy,1
meld_87_8,8,happy,1
meld_87_9,9,happy,1
meld_88_0,0,neutral,3
meld_88_1,1,happy,1
meld_88_2,2,neutral,3
meld_88_3,3,neutral,3
meld_89_0,0,angry,0
meld_89_1,1,neutral,3
meld_89_2,2,happy,1
meld_89_4,4,neutral,3
meld_89_5,5,neutral,3
meld_89_6,6,happy,1
meld_89_7,7,happy,1
meld_89_8,8,neutral,3
meld_89_9,9,angry,0
meld_89_10,10,happy,1
meld_89_11,11,angry,0
meld_89_12,12,angry,0
meld_89_15,15,neutral,3
meld_89_16,16,happy,1
meld_90_0,0,happy,1
meld_91_0,0,angry,0
meld_92_0,0,angry,0
meld_92_1,1,neutral,3
meld_93_0,0,neutral,3
meld_93_1,1,neutral,3
meld_93_2,2,neutral,3
meld_93_3,3,happy,1
meld_93_4,4,neutral,3
meld_93_5,5,happy,1
meld_93_6,6,angry,0
meld_93_7,7,happy,1
meld_94_0,0,neutral,3
meld_94_1,1,neutral,3
meld_94_2,2,sad,2
meld_94_3,3,neutral,3
meld_94_4,4,angry,0
meld_94_5,5,sad,2
meld_94_6,6,angry,0
meld_94_7,7,sad,2
meld_94_8,8,neutral,3
meld_94_9,9,neutral,3
meld_94_10,10,happy,1
meld_94_11,11,happy,1
meld_94_12,12,neutral,3
meld_94_13,13,happy,1
meld_94_14,14,neutral,3
meld_94_15,15,happy,1
meld_95_0,0,happy,1
meld_95_1,1,happy,1
meld_95_2,2,neutral,3
meld_95_3,3,neutral,3
meld_95_4,4,happy,1
meld_95_5,5,happy,1
meld_95_6,6,happy,1
meld_95_7,7,happy,1
meld_95_8,8,angry,0
meld_95_9,9,neutral,3
meld_95_10,10,neutral,3
meld_95_11,11,neutral,3
meld_95_12,12,happy,1
meld_95_13,13,neutral,3
meld_95_14,14,neutral,3
meld_95_15,15,neutral,3
meld_95_16,16,neutral,3
meld_95_17,17,neutral,3
meld_96_0,0,neutral,3
meld_96_1,1,neutral,3
meld_96_2,2,neutral,3
meld_96_3,3,neutral,3
meld_96_4,4,neutral,3
meld_97_0,0,neutral,3
meld_97_1,1,neutral,3
meld_97_2,2,neutral,3
meld_97_3,3,angry,0
meld_98_1,1,neutral,3
meld_99_0,0,happy,1
meld_99_1,1,happy,1
meld_99_2,2,happy,1
meld_99_3,3,happy,1
meld_99_4,4,neutral,3
meld_99_5,5,sad,2
meld_99_6,6,neutral,3
meld_99_7,7,angry,0
meld_99_8,8,happy,1
meld_99_9,9,neutral,3
meld_99_10,10,neutral,3
meld_99_11,11,angry,0
meld_99_12,12,neutral,3
meld_99_13,13,happy,1
meld_99_14,14,neutral,3
meld_99_15,15,neutral,3
meld_99_16,16,neutral,3
meld_99_17,17,angry,0
meld_99_18,18,neutral,3
meld_100_0,0,neutral,3
meld_100_1,1,neutral,3
meld_100_2,2,neutral,3
meld_100_3,3,sad,2
meld_100_4,4,neutral,3
meld_100_5,5,neutral,3
meld_100_6,6,neutral,3
meld_100_7,7,happy,1
meld_101_0,0,neutral,3
meld_101_1,1,happy,1
meld_102_0,0,neutral,3
meld_102_1,1,neutral,3
meld_102_2,2,neutral,3
meld_103_0,0,happy,1
meld_103_1,1,neutral,3
meld_103_2,2,happy,1
